#id	length	evalue	coverge	probability	score
TE_00001826_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-PROT	59	7.1e-16	78.7	0.98	52.3
TE_00001831_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	95	3e-36	30.5	1.0	119.0
TE_00001839_INT#LTR/Copia|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-GAG	120	2.8e-29	100.0	0.93	95.4
TE_00001845_INT#LTR/unknown|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	90	4.2e-15	92.2	0.91	49.7
TE_00001845_INT#LTR/unknown|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	110	4.1e-34	40.9	0.97	111.5
TE_00001850_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	71	5.4e-18	100.0	0.9	59.0
TE_00001850_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	63	1.6e-14	30.9	0.89	47.7
TE_00001854_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	90	2.4e-13	100.0	0.95	44.1
TE_00001854_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	74	2.7e-21	100.0	0.95	69.6
TE_00001854_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	196	5.1e-68	100.0	0.95	222.2
TE_00001854_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	200	5.1e-87	78.2	0.99	284.9
TE_00001854_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	3.8e-62	100.0	0.99	201.7
TE_00001863_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	153	2.1e-54	46.6	0.95	178.6
TE_00001864_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	93	1.3e-16	94.4	0.94	54.6
TE_00001864_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	72	1.8e-25	100.0	0.99	82.9
TE_00001864_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	104	1.5e-38	50.5	0.96	126.0
TE_00001864_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	256	7.6e-115	100.0	0.98	376.1
TE_00001864_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	2.7e-56	100.0	0.98	182.7
TE_00001876_INT#LTR/Copia|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-GAG	127	4.6e-48	100.0	0.99	156.3
TE_00001876_INT#LTR/Copia|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-PROT	75	9.6e-37	100.0	0.99	118.9
TE_00001891_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	136	9.1e-44	40.5	0.96	143.7
TE_00001893_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	36	3.6e-14	26.8	0.97	46.6
TE_00001893_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	256	1.6e-113	99.6	0.99	371.8
TE_00001904_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	96	8.2e-42	29.9	0.98	137.3
TE_00001911_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	133	5.3e-57	41.5	0.99	187.2
TE_00001911_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-aRH	121	1.9e-41	100.0	0.94	134.6
TE_00001912_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RT	50	2.5e-16	27.6	0.96	53.4
TE_00001919_INT#LTR/unknown|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	57	9.1e-06	35.9	0.87	19.9
TE_00001920_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/TatII:Ty3-aRH	97	2.5e-21	74.4	0.91	69.6
TE_00001922_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-GAG	121	3.7e-43	94.5	0.98	140.2
TE_00001926_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre:Ty3-aRH	42	6.1e-07	23.0	0.87	23.1
TE_00001927_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-GAG	90	5.8e-29	100.0	0.99	93.6
TE_00001927_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-PROT	73	9e-34	100.0	0.96	109.3
TE_00001927_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-INT	197	2.2e-97	100.0	1.0	318.0
TE_00001927_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-RT	259	2.5e-133	100.0	0.99	436.6
TE_00001927_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-RH	126	7.6e-58	100.0	1.0	187.5
TE_00001933_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	82	2.4e-15	65.0	0.93	50.8
TE_00001933_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	71	5.6e-07	81.1	0.89	23.5
TE_00001933_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	73	5.3e-50	46.8	0.95	163.2
TE_00001933_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	66	3.2e-20	44.1	0.99	66.5
TE_00001933_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	289	1.2e-132	91.9	0.99	435.0
TE_00001933_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	71	6.2e-17	100.0	0.89	55.4
TE_00001936_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	121	8e-35	100.0	0.99	113.6
TE_00001936_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	1.8e-22	100.0	0.99	73.1
TE_00001936_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	59	2.2e-24	31.8	0.95	79.8
TE_00001936_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	73	1.1e-18	98.7	0.88	61.0
TE_00001952_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-GAG	91	6.1e-25	95.7	0.98	80.9
TE_00001952_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RT	119	5.5e-38	45.5	0.98	124.3
TE_00001952_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RH	118	1.8e-43	94.5	0.98	141.1
TE_00001957_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-aRH	41	5.9e-09	28.9	0.96	29.8
TE_00001964_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-aRH	79	6.9e-18	56.2	0.93	58.6
TE_00001967_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-GAG	87	1.3e-22	62.3	0.94	73.8
TE_00001979_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Angela:Ty1-RH	93	6.8e-54	72.1	0.99	174.9
TE_00001983_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	59	6.4e-13	75.3	0.92	42.5
TE_00001991_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	71	6e-18	100.0	0.9	58.9
TE_00001991_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	63	2.9e-14	30.4	0.9	46.8
TE_00001995_INT#LTR/Copia|Class_I/LTR/Ty1_copia/SIRE:Ty1-GAG	93	5.9e-30	98.9	0.98	97.1
TE_00002001_INT#LTR/unknown|Class_I/LTR/Ty1_copia/Bianca:Ty1-RH	66	2.7e-11	35.3	0.86	36.8
TE_00002002_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	70	6.6e-13	98.6	0.94	42.7
TE_00002002_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	170	1.5e-42	69.1	0.93	139.1
TE_00002002_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	59	7.8e-16	20.6	0.98	51.6
TE_00002002_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	74	1.2e-19	53.5	0.9	64.3
TE_00002015_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre:Ty3-PROT	77	8.5e-24	98.7	0.96	77.2
TE_00002015_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre:Ty3-RT	62	4.8e-22	29.0	0.94	72.0
TE_00002015_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre:Ty3-RH	150	5.5e-63	99.3	0.99	205.0
TE_00002015_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre:Ty3-INT	225	5.3e-111	70.8	0.99	364.6
TE_00002019_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-PROT	30	6.2e-08	34.7	0.92	26.8
TE_00002039_INT#LTR/Copia|Class_I/LTR/Ty1_copia/SIRE:Ty1-GAG	94	2.3e-26	100.0	0.98	85.7
TE_00002047_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-PROT	33	5.3e-11	41.3	0.93	36.6
TE_00002051_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	121	1.7e-33	100.0	0.99	109.3
TE_00002051_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	1.8e-23	100.0	0.99	76.3
TE_00002051_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	173	2.8e-89	100.0	1.0	291.1
TE_00002051_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	2.6e-61	100.0	1.0	199.7
TE_00002051_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	73	8.4e-19	97.4	0.94	61.4
TE_00002053_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	71	7.6e-18	100.0	0.94	58.5
TE_00002053_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	196	5.2e-64	100.0	0.96	209.1
TE_00002069_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	99	3.8e-19	96.7	0.83	62.7
TE_00002069_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	68	1.4e-20	100.0	0.95	67.3
TE_00002069_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	43	1.5e-47	20.1	0.88	155.4
TE_00002069_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	117	2e-40	44.7	0.97	132.2
TE_00002069_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	5e-53	100.0	0.99	172.2
TE_00002101_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	53	7.3e-17	29.5	0.99	55.3
TE_00002101_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	96	8.3e-33	57.9	0.97	107.3
TE_00002101_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	150	2.1e-125	48.1	0.99	411.2
TE_00002101_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	62	3.7e-17	83.1	0.92	56.1
TE_00002106_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	121	1.2e-27	100.0	0.97	90.5
TE_00002106_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	4.9e-24	100.0	1.0	78.1
TE_00002106_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	167	1.8e-75	99.4	0.98	246.1
TE_00002106_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	43	4.7e-11	28.3	0.95	36.7
TE_00002106_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	214	2.7e-92	68.2	0.98	302.5
TE_00002106_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	75	2e-19	94.8	0.95	63.4
TE_00002108_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	120	2.7e-29	38.6	0.95	96.2
TE_00002110_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	24	1.3e-05	22.5	0.9	19.3
TE_00002110_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	101	5e-32	49.5	0.92	104.8
TE_00002113_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	273	3.5e-99	84.9	0.97	325.7
TE_00002113_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-aRH	62	1.2e-18	48.8	0.96	61.0
TE_00002113_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-PROT	62	5.3e-06	68.4	0.92	20.7
TE_00002113_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-GAG	120	1.5e-37	100.0	0.98	122.1
TE_00002125_INT#LTR/unknown|Class_I/LTR/Ty1_copia/Bianca:Ty1-RH	74	3.8e-17	49.6	0.87	55.8
TE_00002141_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	103	3.2e-14	100.0	0.85	46.9
TE_00002141_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	69	6.3e-24	100.0	0.99	78.0
TE_00002141_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	195	5.5e-86	100.0	0.99	280.8
TE_00002141_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	7.3e-58	100.0	0.99	187.8
TE_00002146_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	194	4.4e-61	62.4	0.98	200.6
TE_00002147_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	121	4.2e-35	100.0	0.98	114.5
TE_00002147_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	2.9e-23	100.0	0.99	75.7
TE_00002147_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	173	4.3e-87	100.0	1.0	283.9
TE_00002147_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	1.8e-66	100.0	1.0	216.5
TE_00002175_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-GAG	128	3.1e-41	100.0	0.97	134.0
TE_00002175_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-PROT	74	6.9e-14	100.0	0.97	45.9
TE_00002177_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	99	9.1e-36	30.9	0.99	117.4
TE_00002182_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	71	1.6e-15	100.0	0.95	51.1
TE_00002182_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	69	1.1e-15	30.9	0.94	51.5
TE_00002182_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	144	6.3e-46	55.3	0.95	150.2
TE_00002182_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	95	1e-26	68.5	0.92	87.2
TE_00002213_LTR#LTR/Copia|Class_I/LTR/Ty1_copia/SIRE:Ty1-RT	139	1.6e-67	54.3	0.99	221.2
TE_00002213_LTR#LTR/Copia|Class_I/LTR/Ty1_copia/SIRE:Ty1-RH	126	1.9e-68	100.0	1.0	221.8
TE_00002219_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	118	6.1e-35	100.0	0.98	114.0
TE_00002219_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	1.9e-27	100.0	1.0	89.1
TE_00002219_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	113	9.6e-45	54.3	0.96	146.1
TE_00002219_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	4.6e-60	100.0	1.0	195.7
TE_00002219_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	307	4e-137	98.4	0.99	449.7
TE_00002219_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	72	1.6e-15	100.0	0.88	50.8
TE_00002230_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-PROT	42	1.6e-05	54.7	0.95	19.1
TE_00002232_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	166	9.1e-53	51.4	0.96	173.3
TE_00002256_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-aRH	94	1.8e-38	76.0	0.98	125.0
TE_00002266_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre:Ty3-PROT	76	1.6e-31	100.0	0.99	102.0
TE_00002266_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre:Ty3-RT	177	4e-95	100.0	0.99	310.1
TE_00002266_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre:Ty3-RH	150	5.3e-64	99.3	0.99	208.3
TE_00002266_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre:Ty3-INT	318	2.8e-157	100.0	1.0	516.6
TE_00002280_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	121	5.6e-36	100.0	0.98	117.4
TE_00002280_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	3.3e-22	100.0	0.99	72.3
TE_00002280_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	173	4.7e-85	100.0	1.0	277.3
TE_00002280_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	87	9.5e-31	53.8	0.97	100.6
TE_00002280_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	69	2.1e-62	22.1	0.97	204.3
TE_00002280_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	73	3.4e-20	98.7	0.94	65.8
TE_00002309_INT#LTR/unknown|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	104	1.1e-33	51.0	0.98	110.2
TE_00002342_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	313	1.5e-127	100.0	0.99	419.0
TE_00002360_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	90	1.1e-15	92.2	0.91	51.6
TE_00002367_INT#LTR/unknown|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	118	1.9e-29	99.1	0.98	96.3
TE_00002367_INT#LTR/unknown|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	71	3.4e-20	100.0	0.95	66.1
TE_00002367_INT#LTR/unknown|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	66	1.7e-14	30.9	0.92	47.5
TE_00002367_INT#LTR/unknown|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	255	1.7e-113	98.1	0.99	371.6
TE_00002367_INT#LTR/unknown|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	71	2.3e-19	100.0	0.88	63.2
TE_00002370_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	218	1.9e-83	70.1	0.99	273.4
TE_00002370_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	55	6.7e-07	79.2	0.89	23.3
TE_00002375_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	70	1.7e-19	98.6	0.97	63.9
TE_00002375_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	182	5e-61	92.3	0.97	199.4
TE_00002375_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	138	9.7e-57	52.1	0.98	185.7
TE_00002386_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RH	127	2.3e-53	100.0	1.0	173.1
TE_00002401_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	263	1.4e-92	81.4	0.95	304.1
TE_00002401_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-aRH	121	1.9e-34	100.0	1.0	112.0
TE_00002401_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RT	96	1.6e-32	52.9	0.97	106.2
TE_00002406_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	90	4.1e-15	98.9	0.95	49.7
TE_00002406_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	70	3.6e-18	100.0	0.92	59.6
TE_00002406_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	197	2e-69	100.0	0.97	226.8
TE_00002406_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	142	6.1e-51	52.5	0.97	166.7
TE_00002406_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	1.6e-56	100.0	0.98	183.5
TE_00002428_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	121	2.8e-36	100.0	0.99	118.3
TE_00002428_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	9.9e-24	100.0	0.99	77.2
TE_00002428_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	67	6.4e-28	37.6	0.98	91.3
TE_00002428_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	88	9.2e-31	53.8	0.97	100.7
TE_00002428_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	155	6.7e-124	50.3	0.99	406.3
TE_00002428_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	73	1.3e-19	96.1	0.92	64.0
TE_00002431_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	71	9.7e-18	100.0	0.9	58.2
TE_00002431_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	63	1.1e-14	30.4	0.89	48.1
TE_00002434_INT#LTR/Copia|Class_I/LTR/Ty1_copia/SIRE:Ty1-GAG	93	2e-29	98.9	0.98	95.4
TE_00002457_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-PROT	74	8.7e-22	100.0	0.99	71.2
TE_00002462_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ikeros:Ty1-INT	51	1.8e-15	27.5	0.92	50.6
TE_00002463_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	71	1.8e-18	100.0	0.94	60.5
TE_00002463_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	196	3.1e-64	100.0	0.95	209.8
TE_00002499_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	121	1e-35	100.0	0.99	116.5
TE_00002499_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	3.3e-26	100.0	1.0	85.1
TE_00002499_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	173	2e-86	100.0	1.0	281.8
TE_00002499_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	106	7.3e-40	69.7	0.97	130.2
TE_00002499_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	308	8.6e-151	100.0	1.0	494.6
TE_00002499_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	69	4.5e-18	98.7	0.9	59.0
TE_00002500_INT#LTR/Copia|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	109	5.5e-20	91.5	0.95	65.8
TE_00002500_INT#LTR/Copia|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	2e-18	100.0	0.93	60.1
TE_00002500_INT#LTR/Copia|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	168	1.1e-79	90.8	0.97	259.9
TE_00002500_INT#LTR/Copia|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	1.3e-62	100.0	1.0	204.0
TE_00002500_INT#LTR/Copia|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	178	1.3e-85	56.2	0.98	280.5
TE_00002500_INT#LTR/Copia|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	54	1.1e-06	71.4	0.86	22.6
