#TE	Order	Superfamily	Clade	Complete	Strand	Domains
TE_00011321_INT#LTR/Gypsy	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
TE_00011337_INT#LTR/unknown	LTR	Copia	Ale	no	+	RH|Ale
TE_00011343_INT#LTR/Copia	LTR	Copia	SIRE	no	+	GAG|SIRE
TE_00011357_INT#LTR/Gypsy	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
TE_00011417_INT#LTR/Gypsy	LTR	Gypsy	Tekay	no	+	GAG|Tekay PROT|Tekay
TE_00011425_INT#LTR/Gypsy	LTR	Gypsy	Reina	no	+	RH|Reina
TE_00011450_INT#LTR/Gypsy	LTR	Gypsy	Retand	yes	+	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00011464_INT#LTR/Gypsy	LTR	Gypsy	Reina	no	+	RT|Reina RH|Reina INT|Reina
TE_00011467_INT#LTR/Copia	LTR	Copia	Ivana	no	+	RT|Ivana RH|Ivana
TE_00011489_INT#LTR/Gypsy	LTR	Gypsy	TatII	no	+	aRH|TatII
TE_00011503_INT#LTR/Gypsy	LTR	Gypsy	Tekay	no	+	PROT|Tekay
TE_00011518_INT#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00011524_INT#LTR/unknown	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
TE_00011529_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	+	GAG|Retand
TE_00011530_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	+	INT|Retand
TE_00011564_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	+	GAG|Retand PROT|Retand RH|Retand INT|Retand
TE_00011565_INT#LTR/unknown	LTR	Gypsy	Reina	no	-	PROT|Reina
TE_00011567_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	+	INT|Retand
TE_00011576_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	+	RT|Retand
TE_00011607_INT#LTR/Gypsy	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
TE_00011609_INT#LTR/Gypsy	LTR	Gypsy	Reina	no	+	GAG|Reina PROT|Reina RT|Reina RH|Reina
TE_00011621_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	+	aRH|Retand
TE_00011640_INT#LTR/Copia	LTR	Copia	Tork	no	+	GAG|Tork PROT|Tork
TE_00011642_INT#LTR/Gypsy	LTR	Gypsy	Tekay	no	+	PROT|Tekay
TE_00011654_INT#LTR/Gypsy	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
TE_00011670_INT#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00011678_INT#LTR/Gypsy	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
TE_00011704_INT#LTR/Copia	LTR	Copia	SIRE	no	+	GAG|SIRE
TE_00011715_INT#LTR/Gypsy	LTR	Gypsy	Ogre	no	+	GAG|Ogre PROT|Ogre
TE_00011718_INT#LTR/Copia	LTR	Copia	Ale	no	+	RT|Ale RH|Ale
TE_00011732_INT#LTR/Copia	LTR	Copia	Bianca	no	+	PROT|Bianca INT|Bianca RT|Bianca RH|Bianca
TE_00011738_INT#LTR/Gypsy	LTR	Gypsy	Tekay	no	+	GAG|Tekay PROT|Tekay
TE_00011741_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	-	GAG|Retand
TE_00011742_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	+	GAG|Retand
TE_00011743_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	+	aRH|Retand
TE_00011764_INT#LTR/Gypsy	LTR	Gypsy	CRM	no	+	GAG|CRM PROT|CRM
TE_00011769_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	-	INT|Retand
TE_00011776_INT#LTR/Gypsy	LTR	Gypsy	CRM	no	-	GAG|CRM PROT|CRM
TE_00011793_INT#LTR/Gypsy	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
TE_00011795_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	+	aRH|Retand
TE_00011796_INT#LTR/Copia	LTR	Copia	Ikeros	no	+	INT|Ikeros RT|Ikeros RH|Ikeros
TE_00011799_INT#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00011800_LTR#LTR/Gypsy	LTR	Gypsy	CRM	no	+	CHDCR|CRM
TE_00011808_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	+	INT|Retand
TE_00011810_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	+	INT|Retand
TE_00011811_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	+	RT|Retand
TE_00011817_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	+	GAG|Retand
TE_00011818_INT#LTR/Gypsy	LTR	Gypsy	non-chromo-outgroup	no	+	PROT|non-chromo-outgroup
TE_00011822_INT#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00011829_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	+	aRH|Retand
TE_00011844_INT#LTR/Copia	LTR	Gypsy	Retand	no	-	GAG|Retand
TE_00011846_INT#LTR/Gypsy	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
TE_00011852_INT#LTR/Copia	LTR	Copia	Ikeros	no	+	GAG|Ikeros PROT|Ikeros INT|Ikeros RH|Ikeros
TE_00011868_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	-	RH|Retand
TE_00011874_INT#LTR/Gypsy	LTR	Gypsy	Tekay	no	+	GAG|Tekay PROT|Tekay
TE_00011878_INT#LTR/Gypsy	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
TE_00011883_INT#LTR/Gypsy	LTR	Gypsy	Tekay	no	+	PROT|Tekay
TE_00011905_INT#LTR/Gypsy	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
TE_00011925_INT#LTR/Gypsy	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
TE_00011928_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	+	RT|Retand
TE_00011931_INT#LTR/Gypsy	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
TE_00011941_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	+	INT|Retand
TE_00011966_INT#LTR/Gypsy	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
TE_00011968_INT#LTR/Copia	LTR	Copia	Ivana	no	+	GAG|Ivana RT|Ivana
TE_00011971_INT#LTR/Gypsy	LTR	Gypsy	Tekay	no	+	GAG|Tekay
TE_00011982_INT#LTR/Copia	LTR	Copia	Ikeros	yes	+	GAG|Ikeros PROT|Ikeros INT|Ikeros RT|Ikeros RH|Ikeros
TE_00011984_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	-	RH|Retand INT|Retand
TE_00011990_INT#LTR/unknown	LTR	Gypsy	Retand	no	-	GAG|Retand INT|Retand
TE_00011996_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	+	RT|Retand RH|Retand
TE_00011998_INT#LTR/Gypsy	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
TE_00012009_INT#LTR/Gypsy	LTR	Gypsy	Ogre	no	+	RH|Ogre
TE_00012015_INT#LTR/Gypsy	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
TE_00012024_INT#LTR/Gypsy	LTR	Gypsy	Ogre	yes	+	GAG|Ogre PROT|Ogre RT|Ogre RH|Ogre INT|Ogre
TE_00012026_INT#LTR/unknown	LTR	Copia	Bianca	no	-	RH|Bianca
TE_00012046_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	+	RT|Retand
TE_00012056_INT#LTR/unknown	LTR	Copia	Bianca	no	-	RH|Bianca
TE_00012057_INT#LTR/Copia	LTR	Copia	SIRE	no	+	GAG|SIRE
TE_00012072_INT#LTR/Copia	LTR	Copia	Ivana	no	+	GAG|Ivana PROT|Ivana RT|Ivana RH|Ivana
TE_00012075_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	+	GAG|Retand
TE_00012077_INT#LTR/Copia	LTR	Copia	SIRE	no	+	GAG|SIRE
TE_00012089_INT#LTR/Gypsy	LTR	Gypsy	Tekay	no	+	GAG|Tekay CHD|Tekay
TE_00012090_INT#LTR/Copia	LTR	Copia	Ivana	no	+	GAG|Ivana RT|Ivana RH|Ivana
TE_00012097_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	?	aRH|Retand RT|Retand
TE_00012098_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	-	aRH|Retand
TE_00012108_INT#LTR/Copia	LTR	Copia	Ale	no	+	RT|Ale
TE_00012120_INT#LTR/Gypsy	LTR	Gypsy	Retand	yes	-	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
TE_00012123_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	-	aRH|Retand
TE_00012128_INT#LTR/unknown	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
TE_00012129_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	-	RT|Retand
TE_00012139_INT#LTR/unknown	LTR	Copia	Ale	no	-	RH|Ale
TE_00012149_INT#LTR/unknown	LTR	Copia	Bianca	no	+	RH|Bianca
TE_00012150_INT#LTR/Copia	LTR	Copia	Bianca	yes	+	GAG|Bianca PROT|Bianca INT|Bianca RT|Bianca RH|Bianca
TE_00012165_INT#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00012171_INT#LTR/Gypsy	LTR	Gypsy	Reina	no	+	GAG|Reina PROT|Reina
TE_00012180_INT#LTR/Gypsy	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
TE_00012184_INT#LTR/Gypsy	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
TE_00012192_INT#LTR/Copia	LTR	Copia	Bianca	no	+	GAG|Bianca PROT|Bianca INT|Bianca RT|Bianca
TE_00012198_INT#LTR/Gypsy	LTR	Gypsy	Tekay	no	+	GAG|Tekay
TE_00012201_INT#LTR/Copia	LTR	Copia	Ale	no	+	INT|Ale
TE_00012205_INT#LTR/Copia	LTR	Copia	Ale	no	+	PROT|Ale INT|Ale
TE_00012217_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	+	RT|Retand
TE_00012229_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	+	INT|Retand
TE_00012237_INT#LTR/Gypsy	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
TE_00012244_INT#LTR/Copia	LTR	Copia	Angela	no	+	RH|Angela
TE_00012245_INT#LTR/Gypsy	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
TE_00012248_INT#LTR/Gypsy	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
TE_00012253_INT#LTR/Copia	LTR	Copia	Ivana	no	+	GAG|Ivana PROT|Ivana INT|Ivana RH|Ivana
TE_00012264_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	-	RH|Retand INT|Retand
TE_00012266_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	+	PROT|Retand RT|Retand
TE_00012277_INT#LTR/Copia	LTR	Copia	Ale	no	+	RT|Ale RH|Ale
TE_00012285_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	+	RT|Retand
TE_00012296_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	-	aRH|Retand
TE_00012297_INT#LTR/Gypsy	LTR	Gypsy	CRM	no	-	GAG|CRM
TE_00012313_INT#LTR/Copia	LTR	Copia	Ikeros	yes	+	GAG|Ikeros PROT|Ikeros INT|Ikeros RT|Ikeros RH|Ikeros
TE_00012317_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	-	INT|Retand
TE_00012318_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	+	RH|Retand
TE_00012320_INT#LTR/Copia	LTR	Copia	Ale	no	+	PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00012324_INT#LTR/Copia	LTR	Copia	Ale	no	+	GAG|Ale
TE_00012327_INT#LTR/Gypsy	LTR	Gypsy	Tekay	no	+	GAG|Tekay
TE_00012340_INT#LTR/unknown	LTR	Gypsy	Reina	yes	-	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
TE_00012348_INT#LTR/Gypsy	LTR	Gypsy	Reina	no	+	GAG|Reina PROT|Reina RH|Reina INT|Reina CHD|Reina
TE_00012368_LTR#LTR/Copia	LTR	Copia	SIRE	no	+	RT|SIRE RH|SIRE
TE_00012373_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	+	INT|Retand
TE_00012395_INT#LTR/Copia	LTR	Copia	Ikeros	no	+	INT|Ikeros
TE_00012397_INT#LTR/Gypsy	LTR	Gypsy	Tekay	no	+	GAG|Tekay
TE_00012405_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	+	RT|Retand
TE_00012413_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	-	INT|Retand
TE_00012417_INT#LTR/Gypsy	LTR	Gypsy	Reina	no	+	GAG|Reina
TE_00012434_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	+	aRH|Retand
TE_00012438_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	+	RH|Retand INT|Retand
TE_00012441_INT#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00012451_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	-	INT|Retand
TE_00012457_INT#LTR/Gypsy	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
TE_00012461_INT#LTR/Gypsy	LTR	Gypsy	Reina	no	+	RT|Reina
TE_00012466_INT#LTR/Copia	LTR	Copia	Ivana	no	+	GAG|Ivana RT|Ivana RH|Ivana
TE_00012482_INT#LTR/Copia	LTR	Copia	Ikeros	no	+	INT|Ikeros RT|Ikeros RH|Ikeros
TE_00012486_INT#LTR/Copia	LTR	Copia	Ale	no	+	GAG|Ale PROT|Ale RT|Ale RH|Ale
TE_00012490_INT#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00012504_INT#LTR/Copia	LTR	Copia	Bianca	yes	+	GAG|Bianca PROT|Bianca INT|Bianca RT|Bianca RH|Bianca
TE_00012507_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	-	INT|Retand
TE_00012534_INT#LTR/Gypsy	LTR	Gypsy	Ogre	no	+	PROT|Ogre RT|Ogre RH|Ogre INT|Ogre
TE_00012551_INT#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00012558_INT#LTR/Gypsy	LTR	Gypsy	Reina	no	+	GAG|Reina PROT|Reina RH|Reina INT|Reina CHD|Reina
TE_00012563_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	+	PROT|Retand RT|Retand aRH|Retand INT|Retand
TE_00012567_INT#LTR/Gypsy	LTR	Gypsy	Tekay	no	+	PROT|Tekay
TE_00012592_INT#LTR/Gypsy	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
TE_00012615_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	-	aRH|Retand
TE_00012617_INT#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00012623_INT#LTR/unknown	LTR	Gypsy	Tekay	no	+	CHD|Tekay
TE_00012625_INT#LTR/Gypsy	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
TE_00012627_INT#LTR/Copia	LTR	Copia	Ale	no	+	PROT|Ale INT|Ale
TE_00012633_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	+	RH|Retand
TE_00012634_INT#LTR/unknown	LTR	Gypsy	Tekay	no	-	CHD|Tekay
TE_00012636_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	-	INT|Retand
TE_00012638_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	-	RT|Retand
TE_00012650_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	+	RT|Retand RH|Retand INT|Retand
TE_00012665_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	-	RH|Retand
TE_00012671_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	-	INT|Retand
TE_00012677_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	+	aRH|Retand
TE_00012681_INT#LTR/Copia	LTR	Copia	Ale	no	+	RT|Ivana PROT|Ale INT|Ale
TE_00012692_INT#LTR/Gypsy	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
TE_00012697_INT#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00012702_INT#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00012704_INT#LTR/Gypsy	LTR	Gypsy	Tekay	no	+	GAG|Tekay
TE_00012706_INT#LTR/unknown	LTR	Copia	Ale	no	+	GAG|Ale PROT|Ale INT|Ale RH|Ale
TE_00012738_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	-	INT|Retand
TE_00012768_INT#LTR/unknown	LTR	Gypsy	Reina	no	+	PROT|Reina
TE_00012789_INT#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00012794_INT#LTR/Gypsy	LTR	Gypsy	Reina	no	-	PROT|Reina
TE_00012801_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	-	INT|Retand
TE_00012806_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	+	aRH|Retand
TE_00012816_INT#LTR/Copia	LTR	Gypsy	Tekay	no	-	CHD|Tekay
TE_00012817_INT#LTR/Copia	LTR	Copia	SIRE	no	+	GAG|SIRE
TE_00012829_INT#LTR/Gypsy	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
TE_00012836_INT#LTR/Copia	LTR	Copia	Ivana	no	+	GAG|Ivana PROT|Ivana RT|Ivana RH|Ivana
TE_00012840_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	+	GAG|Retand
TE_00012841_INT#LTR/Copia	LTR	Copia	Ale	no	+	PROT|Ale INT|Ale
TE_00012845_LTR#LTR/Gypsy	LTR	Gypsy	Tekay	no	+	INT|Tekay CHD|Tekay RH|Tekay
TE_00012854_INT#LTR/Gypsy	LTR	Gypsy	Tekay	no	+	GAG|Tekay PROT|Tekay
TE_00012855_INT#LTR/Gypsy	LTR	Gypsy	Tekay	no	+	GAG|Tekay
TE_00012861_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	+	aRH|Retand INT|Retand
TE_00012863_INT#LTR/Copia	LTR	Copia	Ale	no	+	PROT|Ale INT|Ale
TE_00012867_INT#LTR/Gypsy	LTR	Gypsy	Reina	no	+	GAG|Reina PROT|Reina RT|Reina RH|Reina CHD|Reina
TE_00012882_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	+	INT|Retand
TE_00012924_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	+	aRH|Retand
TE_00012944_INT#LTR/Copia	LTR	Copia	Ivana	no	+	RH|Ivana
TE_00012965_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	+	RT|Retand RH|Retand INT|Retand
TE_00012995_INT#LTR/Gypsy	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
TE_00012996_INT#LTR/Gypsy	LTR	Gypsy	Tekay	no	+	GAG|Tekay PROT|Tekay RT|Tekay
TE_00013001_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	-	aRH|Retand INT|Retand
TE_00013006_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	-	RT|Retand
TE_00013008_INT#LTR/Copia	LTR	Copia	Ale	no	+	PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00013030_INT#LTR/Gypsy	LTR	Gypsy	Reina	no	+	GAG|Reina INT|Reina CHD|Reina
TE_00013046_INT#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00013067_INT#LTR/Copia	LTR	Copia	Ikeros	yes	+	GAG|Ikeros PROT|Ikeros INT|Ikeros RT|Ikeros RH|Ikeros
TE_00013070_INT#LTR/Gypsy	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
TE_00013078_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	+	aRH|Retand
TE_00013089_INT#LTR/Copia	LTR	Copia	Ale	no	+	PROT|Ale
TE_00013111_INT#LTR/Gypsy	LTR	Gypsy	CRM	no	+	GAG|CRM PROT|CRM
TE_00013128_INT#LTR/Gypsy	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
TE_00013135_INT#LTR/Copia	LTR	Copia	Ale	no	+	PROT|Ale INT|Ale
TE_00013164_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	+	aRH|Retand INT|Retand
TE_00013173_INT#LTR/Gypsy	LTR	Gypsy	CRM	no	+	GAG|CRM
TE_00013178_INT#LTR/Gypsy	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
TE_00013179_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	+	GAG|Retand
TE_00013199_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	-	INT|Retand
TE_00013200_INT#LTR/Copia	LTR	Copia	Bianca	no	+	PROT|Bianca INT|Bianca RH|Bianca
TE_00013208_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	+	GAG|Retand PROT|Retand RH|Retand INT|Retand
TE_00013209_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	+	RH|Retand
TE_00013214_INT#LTR/Copia	LTR	Copia	SIRE	no	+	GAG|SIRE
TE_00013215_INT#LTR/Gypsy	LTR	Gypsy	Tekay	no	+	PROT|Tekay CHD|Tekay
TE_00013236_INT#LTR/Copia	LTR	Copia	Ale	no	+	PROT|Ale INT|Ale
TE_00013242_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	-	INT|Retand
TE_00013248_INT#LTR/Gypsy	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
TE_00013285_LTR#LTR/Gypsy	LTR	Gypsy	Retand	no	+	PROT|Retand
TE_00013303_INT#LTR/Gypsy	LTR	Gypsy	Tekay	no	+	CHD|Tekay
TE_00013311_INT#LTR/Copia	LTR	Copia	SIRE	no	+	GAG|SIRE
TE_00013313_INT#LTR/Gypsy	LTR	Gypsy	Reina	no	+	GAG|Reina PROT|Reina RT|Reina RH|Reina CHD|Reina
TE_00013318_INT#LTR/Gypsy	LTR	Gypsy	mixture	no	-	RH|Ogre INT|Retand
TE_00013333_INT#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00013340_INT#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
TE_00013347_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	-	INT|Retand
TE_00013348_INT#LTR/Gypsy	LTR	Gypsy	Tekay	no	+	CHD|Tekay
TE_00013351_INT#LTR/Copia	LTR	Copia	Ale	no	+	GAG|Ale PROT|Ale INT|Ale RH|Ale
TE_00013360_INT#LTR/Copia	LTR	Copia	SIRE	no	+	GAG|SIRE
TE_00013365_LTR#LTR/Gypsy	LTR	Gypsy	Tekay	no	+	GAG|Tekay
TE_00013368_INT#LTR/Gypsy	LTR	Gypsy	Reina	no	+	RT|Reina RH|Reina INT|Reina CHD|Reina
TE_00013375_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	+	aRH|Retand
TE_00013378_INT#LTR/Gypsy	LTR	Gypsy	Tekay	no	+	GAG|Tekay
TE_00013396_INT#LTR/unknown	LTR	Copia	Ale	no	+	GAG|Ale PROT|Ale RH|Ale
TE_00013402_INT#LTR/Gypsy	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
TE_00013407_INT#LTR/Gypsy	LTR	Gypsy	Tekay	no	+	CHD|Tekay
TE_00013413_INT#LTR/Gypsy	LTR	Gypsy	Tekay	no	+	PROT|Tekay
TE_00013415_INT#LTR/Gypsy	LTR	Gypsy	Tekay	no	+	CHD|Tekay
TE_00013420_INT#LTR/Gypsy	LTR	Gypsy	Reina	no	+	GAG|Reina PROT|Reina RT|Reina RH|Reina CHD|Reina
TE_00013425_INT#LTR/Gypsy	LTR	Gypsy	CRM	no	+	GAG|CRM
TE_00013427_INT#LTR/Gypsy	LTR	Gypsy	Reina	no	+	GAG|Reina PROT|Reina RT|Galadriel RH|Reina CHD|Reina
TE_00013434_INT#LTR/Copia	LTR	Copia	Ikeros	no	+	INT|Ikeros
TE_00013444_INT#LTR/Copia	LTR	Copia	Ale	no	+	PROT|Ale INT|Ale
TE_00013447_INT#LTR/Gypsy	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
TE_00013456_INT#LTR/Copia	LTR	Copia	Bianca	no	+	GAG|Bianca
TE_00013479_INT#LTR/Gypsy	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
TE_00013498_INT#LTR/Gypsy	LTR	Gypsy	Tekay	no	+	GAG|Tekay
TE_00013510_INT#LTR/Copia	LTR	Copia	Bianca	yes	+	GAG|Bianca PROT|Bianca INT|Bianca RT|Bianca RH|Bianca
TE_00013520_INT#LTR/Gypsy	LTR	Gypsy	Reina	no	+	CHD|Reina
TE_00013548_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	-	RH|Retand
TE_00013554_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	+	RT|Retand
TE_00013567_INT#LTR/Gypsy	LTR	Gypsy	Retand	no	+	aRH|Retand INT|Retand
