sample_id,sample_download_link,sample_tissue,sample_project_number,sample_description
SRR13402222,ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/022/SRR13402222/SRR13402222_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/022/SRR13402222/SRR13402222_2.fastq.gz,mixed,PRJNA691177,This sample has been submitted by pda|ndkrom on 2021-01-12; Zea mays
SRR13402223,ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/023/SRR13402223/SRR13402223_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/023/SRR13402223/SRR13402223_2.fastq.gz,mixed,PRJNA691177,This sample has been submitted by pda|ndkrom on 2021-01-12; Zea mays
SRR13402224,ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/024/SRR13402224/SRR13402224_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/024/SRR13402224/SRR13402224_2.fastq.gz,mixed,PRJNA691177,This sample has been submitted by pda|ndkrom on 2021-01-12; Zea mays
SRR13402225,ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/025/SRR13402225/SRR13402225_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/025/SRR13402225/SRR13402225_2.fastq.gz,mixed,PRJNA691177,This sample has been submitted by pda|ndkrom on 2021-01-12; Zea mays
SRR13402226,ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/026/SRR13402226/SRR13402226_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/026/SRR13402226/SRR13402226_2.fastq.gz,mixed,PRJNA691177,This sample has been submitted by pda|ndkrom on 2021-01-12; Zea mays
SRR13402227,ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/027/SRR13402227/SRR13402227_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/027/SRR13402227/SRR13402227_2.fastq.gz,mixed,PRJNA691177,This sample has been submitted by pda|ndkrom on 2021-01-12; Zea mays
SRR13402228,ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/028/SRR13402228/SRR13402228_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/028/SRR13402228/SRR13402228_2.fastq.gz,mixed,PRJNA691177,This sample has been submitted by pda|ndkrom on 2021-01-12; Zea mays
SRR13402229,ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/029/SRR13402229/SRR13402229_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/029/SRR13402229/SRR13402229_2.fastq.gz,mixed,PRJNA691177,This sample has been submitted by pda|ndkrom on 2021-01-12; Zea mays
SRR13402230,ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/030/SRR13402230/SRR13402230_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/030/SRR13402230/SRR13402230_2.fastq.gz,mixed,PRJNA691177,This sample has been submitted by pda|ndkrom on 2021-01-12; Zea mays
SRR13402231,ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/031/SRR13402231/SRR13402231_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/031/SRR13402231/SRR13402231_2.fastq.gz,mixed,PRJNA691177,This sample has been submitted by pda|ndkrom on 2021-01-12; Zea mays
SRR13402232,ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/032/SRR13402232/SRR13402232_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/032/SRR13402232/SRR13402232_2.fastq.gz,mixed,PRJNA691177,This sample has been submitted by pda|ndkrom on 2021-01-12; Zea mays
SRR13402233,ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/033/SRR13402233/SRR13402233_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/033/SRR13402233/SRR13402233_2.fastq.gz,mixed,PRJNA691177,This sample has been submitted by pda|ndkrom on 2021-01-12; Zea mays
SRR13402234,ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/034/SRR13402234/SRR13402234_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/034/SRR13402234/SRR13402234_2.fastq.gz,mixed,PRJNA691177,This sample has been submitted by pda|ndkrom on 2021-01-12; Zea mays
SRR13402235,ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/035/SRR13402235/SRR13402235_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/035/SRR13402235/SRR13402235_2.fastq.gz,mixed,PRJNA691177,This sample has been submitted by pda|ndkrom on 2021-01-12; Zea mays
SRR13402236,ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/036/SRR13402236/SRR13402236_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/036/SRR13402236/SRR13402236_2.fastq.gz,mixed,PRJNA691177,This sample has been submitted by pda|ndkrom on 2021-01-12; Zea mays
SRR13402237,ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/037/SRR13402237/SRR13402237_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/037/SRR13402237/SRR13402237_2.fastq.gz,mixed,PRJNA691177,This sample has been submitted by pda|ndkrom on 2021-01-12; Zea mays
SRR13402238,ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/038/SRR13402238/SRR13402238_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/038/SRR13402238/SRR13402238_2.fastq.gz,mixed,PRJNA691177,This sample has been submitted by pda|ndkrom on 2021-01-12; Zea mays
SRR13402239,ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/039/SRR13402239/SRR13402239_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/039/SRR13402239/SRR13402239_2.fastq.gz,mixed,PRJNA691177,This sample has been submitted by pda|ndkrom on 2021-01-12; Zea mays
SRR13345348,ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/048/SRR13345348/SRR13345348_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/048/SRR13345348/SRR13345348_2.fastq.gz,mixed,PRJNA689125,Plant sample from Zea mays L.
SRR13345349,ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/049/SRR13345349/SRR13345349_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/049/SRR13345349/SRR13345349_2.fastq.gz,mixed,PRJNA689125,Plant sample from Zea mays L.
SRR13345350,ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/050/SRR13345350/SRR13345350_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/050/SRR13345350/SRR13345350_2.fastq.gz,mixed,PRJNA689125,Plant sample from Zea mays L.
SRR13345351,ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/051/SRR13345351/SRR13345351_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/051/SRR13345351/SRR13345351_2.fastq.gz,mixed,PRJNA689125,Plant sample from Zea mays L.
SRR13345352,ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/052/SRR13345352/SRR13345352_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/052/SRR13345352/SRR13345352_2.fastq.gz,mixed,PRJNA689125,Plant sample from Zea mays L.
SRR13345353,ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/053/SRR13345353/SRR13345353_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/053/SRR13345353/SRR13345353_2.fastq.gz,mixed,PRJNA689125,Seedlings sample of mutant from Zea mays L.
SRR13398916,ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/016/SRR13398916/SRR13398916_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/016/SRR13398916/SRR13398916_2.fastq.gz,mixed,PRJNA689935,Plant sample from Zea mays
SRR13398917,ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/017/SRR13398917/SRR13398917_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/017/SRR13398917/SRR13398917_2.fastq.gz,mixed,PRJNA689935,Plant sample from Zea mays
SRR13398918,ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/018/SRR13398918/SRR13398918_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/018/SRR13398918/SRR13398918_2.fastq.gz,mixed,PRJNA689935,Plant sample from Zea mays
SRR13398919,ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/019/SRR13398919/SRR13398919_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/019/SRR13398919/SRR13398919_2.fastq.gz,mixed,PRJNA689935,Plant sample from Zea mays
SRR13398920,ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/020/SRR13398920/SRR13398920_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/020/SRR13398920/SRR13398920_2.fastq.gz,mixed,PRJNA689935,Plant sample from Zea mays
SRR13398921,ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/021/SRR13398921/SRR13398921_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/021/SRR13398921/SRR13398921_2.fastq.gz,mixed,PRJNA689935,Plant sample from Zea mays
SRR13398922,ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/022/SRR13398922/SRR13398922_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/022/SRR13398922/SRR13398922_2.fastq.gz,mixed,PRJNA689935,Plant sample from Zea mays
SRR13398923,ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/023/SRR13398923/SRR13398923_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/023/SRR13398923/SRR13398923_2.fastq.gz,mixed,PRJNA689935,Plant sample from Zea mays
SRR13398924,ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/024/SRR13398924/SRR13398924_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/024/SRR13398924/SRR13398924_2.fastq.gz,mixed,PRJNA689935,Plant sample from Zea mays
SRR13398925,ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/025/SRR13398925/SRR13398925_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/025/SRR13398925/SRR13398925_2.fastq.gz,mixed,PRJNA689935,Plant sample from Zea mays
SRR13341531,ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/031/SRR13341531/SRR13341531_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/031/SRR13341531/SRR13341531_2.fastq.gz,leaf,PRJNA689117,Susceptible Control
SRR13341532,ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/032/SRR13341532/SRR13341532_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/032/SRR13341532/SRR13341532_2.fastq.gz,leaf,PRJNA689117,Susceptible inoculated replicate
SRR13341533,ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/033/SRR13341533/SRR13341533_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/033/SRR13341533/SRR13341533_2.fastq.gz,leaf,PRJNA689117,Susceptible Inoculated
SRR13341534,ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/034/SRR13341534/SRR13341534_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/034/SRR13341534/SRR13341534_2.fastq.gz,leaf,PRJNA689117,Resistant Control
SRR13341535,ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/035/SRR13341535/SRR13341535_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/035/SRR13341535/SRR13341535_2.fastq.gz,leaf,PRJNA689117,Resistant Inoculated replicate
SRR13341536,ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/036/SRR13341536/SRR13341536_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/036/SRR13341536/SRR13341536_2.fastq.gz,leaf,PRJNA689117,Resistant inoculated
SRR13332768,ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/068/SRR13332768/SRR13332768_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/068/SRR13332768/SRR13332768_2.fastq.gz,leaf,PRJNA688739,L1
SRR13332769,ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/069/SRR13332769/SRR13332769_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/069/SRR13332769/SRR13332769_2.fastq.gz,leaf,PRJNA688739,L2
SRR13332770,ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/070/SRR13332770/SRR13332770_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/070/SRR13332770/SRR13332770_2.fastq.gz,leaf,PRJNA688739,L3
SRR13332771,ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/071/SRR13332771/SRR13332771_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/071/SRR13332771/SRR13332771_2.fastq.gz,leaf,PRJNA688739,L4
SRR13332772,ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/072/SRR13332772/SRR13332772_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/072/SRR13332772/SRR13332772_2.fastq.gz,leaf,PRJNA688739,L5
SRR13332773,ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/073/SRR13332773/SRR13332773_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/073/SRR13332773/SRR13332773_2.fastq.gz,leaf,PRJNA688739,L6
SRR13332774,ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/074/SRR13332774/SRR13332774_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/074/SRR13332774/SRR13332774_2.fastq.gz,leaf,PRJNA688739,L7
SRR13332775,ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/075/SRR13332775/SRR13332775_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/075/SRR13332775/SRR13332775_2.fastq.gz,leaf,PRJNA688739,L8
SRR13332776,ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/076/SRR13332776/SRR13332776_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/076/SRR13332776/SRR13332776_2.fastq.gz,leaf,PRJNA688739,L9
SRR13332777,ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/077/SRR13332777/SRR13332777_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/077/SRR13332777/SRR13332777_2.fastq.gz,leaf,PRJNA688739,L10
SRR13332778,ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/078/SRR13332778/SRR13332778_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/078/SRR13332778/SRR13332778_2.fastq.gz,leaf,PRJNA688739,L11
SRR13332779,ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/079/SRR13332779/SRR13332779_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/079/SRR13332779/SRR13332779_2.fastq.gz,leaf,PRJNA688739,L12
SRR13332780,ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/080/SRR13332780/SRR13332780_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/080/SRR13332780/SRR13332780_2.fastq.gz,leaf,PRJNA688739,L14
SRR13332781,ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/081/SRR13332781/SRR13332781_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/081/SRR13332781/SRR13332781_2.fastq.gz,leaf,PRJNA688739,L15
SRR13332782,ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/082/SRR13332782/SRR13332782_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/082/SRR13332782/SRR13332782_2.fastq.gz,leaf,PRJNA688739,L13Z
SRR13332783,ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/083/SRR13332783/SRR13332783_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/083/SRR13332783/SRR13332783_2.fastq.gz,leaf,PRJNA688739,NL1
SRR13332784,ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/084/SRR13332784/SRR13332784_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/084/SRR13332784/SRR13332784_2.fastq.gz,leaf,PRJNA688739,NL2
SRR13332785,ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/085/SRR13332785/SRR13332785_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/085/SRR13332785/SRR13332785_2.fastq.gz,leaf,PRJNA688739,NL3
SRR13332786,ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/086/SRR13332786/SRR13332786_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/086/SRR13332786/SRR13332786_2.fastq.gz,leaf,PRJNA688739,NL4
SRR13332787,ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/087/SRR13332787/SRR13332787_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/087/SRR13332787/SRR13332787_2.fastq.gz,leaf,PRJNA688739,NL5
SRR13332788,ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/088/SRR13332788/SRR13332788_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/088/SRR13332788/SRR13332788_2.fastq.gz,leaf,PRJNA688739,NL6
SRR13332789,ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/089/SRR13332789/SRR13332789_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/089/SRR13332789/SRR13332789_2.fastq.gz,leaf,PRJNA688739,NL7
SRR13332790,ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/090/SRR13332790/SRR13332790_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/090/SRR13332790/SRR13332790_2.fastq.gz,leaf,PRJNA688739,NL8
SRR13332791,ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/091/SRR13332791/SRR13332791_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/091/SRR13332791/SRR13332791_2.fastq.gz,leaf,PRJNA688739,NL9
SRR13332792,ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/092/SRR13332792/SRR13332792_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/092/SRR13332792/SRR13332792_2.fastq.gz,leaf,PRJNA688739,NL10
SRR13332793,ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/093/SRR13332793/SRR13332793_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/093/SRR13332793/SRR13332793_2.fastq.gz,leaf,PRJNA688739,NL11
SRR13332794,ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/094/SRR13332794/SRR13332794_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/094/SRR13332794/SRR13332794_2.fastq.gz,leaf,PRJNA688739,NL12
SRR13332795,ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/095/SRR13332795/SRR13332795_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/095/SRR13332795/SRR13332795_2.fastq.gz,leaf,PRJNA688739,NL13
SRR13332796,ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/096/SRR13332796/SRR13332796_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/096/SRR13332796/SRR13332796_2.fastq.gz,leaf,PRJNA688739,NL14
SRR13332797,ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/097/SRR13332797/SRR13332797_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/097/SRR13332797/SRR13332797_2.fastq.gz,leaf,PRJNA688739,NL15
SRR13332798,ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/098/SRR13332798/SRR13332798_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/098/SRR13332798/SRR13332798_2.fastq.gz,leaf,PRJNA688739,NL16
SRR13332799,ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/099/SRR13332799/SRR13332799_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/099/SRR13332799/SRR13332799_2.fastq.gz,leaf,PRJNA688739,"GEO accession GSM4996169 is currently private and is scheduled to be released on Dec 31, 2020."
SRR13332800,ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/000/SRR13332800/SRR13332800_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/000/SRR13332800/SRR13332800_2.fastq.gz,leaf,PRJNA688739,"GEO accession GSM4996170 is currently private and is scheduled to be released on Dec 31, 2020."
SRR13332801,ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/001/SRR13332801/SRR13332801_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/001/SRR13332801/SRR13332801_2.fastq.gz,leaf,PRJNA688739,"GEO accession GSM4996171 is currently private and is scheduled to be released on Dec 31, 2020."
SRR13332802,ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/002/SRR13332802/SRR13332802_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/002/SRR13332802/SRR13332802_2.fastq.gz,leaf,PRJNA688739,NL20
SRR13332803,ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/003/SRR13332803/SRR13332803_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/003/SRR13332803/SRR13332803_2.fastq.gz,leaf,PRJNA688739,NL21
SRR13332804,ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/004/SRR13332804/SRR13332804_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/004/SRR13332804/SRR13332804_2.fastq.gz,leaf,PRJNA688739,NL22Z
SRR13332805,ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/005/SRR13332805/SRR13332805_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/005/SRR13332805/SRR13332805_2.fastq.gz,leaf,PRJNA688739,NL23
SRR13332806,ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/006/SRR13332806/SRR13332806_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/006/SRR13332806/SRR13332806_2.fastq.gz,leaf,PRJNA688739,NL25
SRR13332807,ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/007/SRR13332807/SRR13332807_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/007/SRR13332807/SRR13332807_2.fastq.gz,leaf,PRJNA688739,NL26
SRR13332808,ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/008/SRR13332808/SRR13332808_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/008/SRR13332808/SRR13332808_2.fastq.gz,leaf,PRJNA688739,NL27
SRR13332809,ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/009/SRR13332809/SRR13332809_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/009/SRR13332809/SRR13332809_2.fastq.gz,leaf,PRJNA688739,NL28
SRR13332810,ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/010/SRR13332810/SRR13332810_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/010/SRR13332810/SRR13332810_2.fastq.gz,leaf,PRJNA688739,NL29
SRR13332811,ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/011/SRR13332811/SRR13332811_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/011/SRR13332811/SRR13332811_2.fastq.gz,leaf,PRJNA688739,NL30
SRR13332812,ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/012/SRR13332812/SRR13332812_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/012/SRR13332812/SRR13332812_2.fastq.gz,leaf,PRJNA688739,NL31
SRR13332813,ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/013/SRR13332813/SRR13332813_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/013/SRR13332813/SRR13332813_2.fastq.gz,leaf,PRJNA688739,NL32
SRR13319801,ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/001/SRR13319801/SRR13319801_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/001/SRR13319801/SRR13319801_2.fastq.gz,leaf,PRJNA688370,This sample has been submitted by pda|wangna62691 on 2021-01-04; Zea mays
SRR13319802,ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/002/SRR13319802/SRR13319802_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/002/SRR13319802/SRR13319802_2.fastq.gz,leaf,PRJNA688370,This sample has been submitted by pda|wangna62691 on 2021-01-04; Zea mays
SRR13319803,ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/003/SRR13319803/SRR13319803_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/003/SRR13319803/SRR13319803_2.fastq.gz,leaf,PRJNA688370,This sample has been submitted by pda|wangna62691 on 2021-01-04; Zea mays
SRR13319804,ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/004/SRR13319804/SRR13319804_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/004/SRR13319804/SRR13319804_2.fastq.gz,leaf,PRJNA688370,This sample has been submitted by pda|wangna62691 on 2021-01-04; Zea mays
SRR13319805,ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/005/SRR13319805/SRR13319805_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/005/SRR13319805/SRR13319805_2.fastq.gz,leaf,PRJNA688370,This sample has been submitted by pda|wangna62691 on 2021-01-04; Zea mays
SRR13319806,ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/006/SRR13319806/SRR13319806_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/006/SRR13319806/SRR13319806_2.fastq.gz,leaf,PRJNA688370,This sample has been submitted by pda|wangna62691 on 2021-01-04; Zea mays
SRR13305395,ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/095/SRR13305395/SRR13305395_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/095/SRR13305395/SRR13305395_2.fastq.gz,mixed,PRJNA684672,This sample has been submitted by pda|gaoluluygh on 2021-01-04; Zea mays
SRR13305396,ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/096/SRR13305396/SRR13305396_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/096/SRR13305396/SRR13305396_2.fastq.gz,mixed,PRJNA684672,This sample has been submitted by pda|gaoluluygh on 2021-01-04; Zea mays
SRR13305397,ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/097/SRR13305397/SRR13305397_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/097/SRR13305397/SRR13305397_2.fastq.gz,mixed,PRJNA684672,This sample has been submitted by pda|gaoluluygh on 2021-01-04; Zea mays
SRR13305398,ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/098/SRR13305398/SRR13305398_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/098/SRR13305398/SRR13305398_2.fastq.gz,mixed,PRJNA684672,This sample has been submitted by pda|gaoluluygh on 2021-01-04; Zea mays
